Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.11.11, Struct query 1, -1, 1053.538208007812500000, 938.890441894531250000,  ,  , 51967, 42.8, 9854488
Python-3.11.11, Struct query 1, -1, 1042.147338867187500000, 927.851074218750000000,  ,  , 51814, 42.2, 9854412
Python-3.11.11, Struct query 1, -1, 1034.117736816406250000, 920.230468750000000000,  ,  , 51558, 42.5, 9854444
Python-3.11.11, Struct query 1, -1, 1035.163696289062500000, 920.229431152343750000,  ,  , 52101, 42.2, 9854544
Python-3.11.11, Struct query 1, -1, 1033.168212890625000000, 918.961547851562500000,  ,  , 51730, 42.2, 9854544
Python-3.11.11, Struct query 1, -1, 1035.479553222656250000, 922.140014648437500000,  ,  , 51353, 42.0, 9854600
Python-3.11.11, Struct query 1, -1, 1034.950317382812500000, 920.829589843750000000,  ,  , 51712, 42.5, 9854492
Python-3.11.11, Struct query 1, -1, 1040.771972656250000000, 925.634338378906250000,  ,  , 52195, 42.0, 9854436
Python-3.11.11, Struct query 1, -1, 1029.584655761718750000, 915.964782714843750000,  ,  , 51491, 42.0, 9854564
Python-3.11.11, Struct query 1, -1, 1038.005371093750000000, 924.084106445312500000,  ,  , 51594, 42.2, 9854584
