Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.10.16, Prime Range [0;200000000], -1, 1473.146850585937500000, 1322.676025390625000000,  ,  , 70836, 44.2, 8352
Python-3.10.16, Prime Range [0;200000000], -1, 1488.019104003906250000, 1336.596130371093750000,  ,  , 71347, 44.5, 8360
Python-3.10.16, Prime Range [0;200000000], -1, 1482.692626953125000000, 1332.350646972656250000,  ,  , 70850, 44.5, 8280
Python-3.10.16, Prime Range [0;200000000], -1, 1478.841857910156250000, 1328.162841796875000000,  ,  , 70924, 44.5, 8356
Python-3.10.16, Prime Range [0;200000000], -1, 1518.519958496093750000, 1363.511535644531250000,  ,  , 72971, 43.8, 8428
Python-3.10.16, Prime Range [0;200000000], -1, 1496.070190429687500000, 1345.399047851562500000,  ,  , 70880, 44.5, 8380
Python-3.10.16, Prime Range [0;200000000], -1, 1471.422790527343750000, 1321.423217773437500000,  ,  , 70628, 44.2, 8444
Python-3.10.16, Prime Range [0;200000000], -1, 1478.653625488281250000, 1328.111083984375000000,  ,  , 70874, 44.2, 8388
Python-3.10.16, Prime Range [0;200000000], -1, 1526.806152343750000000, 1370.898254394531250000,  ,  , 73478, 44.5, 8376
Python-3.10.16, Prime Range [0;200000000], -1, 1485.450561523437500000, 1334.765441894531250000,  ,  , 70933, 44.0, 8296
