Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.12.8, Prime Range [0;300000000], -1, 1156.571044921875000000, 1042.677978515625000000,  ,  , 53581, 43.0, 10228
Python-3.12.8, Prime Range [0;300000000], -1, 1112.692626953125000000, 999.973327636718750000,  ,  , 53097, 43.0, 10300
Python-3.12.8, Prime Range [0;300000000], -1, 1121.901672363281250000, 1009.121154785156250000,  ,  , 53080, 42.8, 10212
Python-3.12.8, Prime Range [0;300000000], -1, 1111.220520019531250000, 998.442016601562500000,  ,  , 53100, 42.8, 10224
Python-3.12.8, Prime Range [0;300000000], -1, 1100.965576171875000000, 988.548706054687500000,  ,  , 52916, 43.0, 10116
Python-3.12.8, Prime Range [0;300000000], -1, 1124.224064941000000000, 1011.451110839843750000,  ,  , 53332, 43.0, 10280
Python-3.12.8, Prime Range [0;300000000], -1, 1129.979064941406250000, 1017.206115722656250000,  ,  , 53203, 43.0, 10236
Python-3.12.8, Prime Range [0;300000000], -1, 1116.939086914062500000, 1004.127502441406250000,  ,  , 53081, 43.2, 10180
Python-3.12.8, Prime Range [0;300000000], -1, 1135.905761718750000000, 1022.613586425781250000,  ,  , 53340, 43.2, 10276
Python-3.12.8, Prime Range [0;300000000], -1, 1120.901245117187500000, 1007.834167480468750000,  ,  , 53254, 42.8, 10288
