Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.13.1, Prime Range [0;300000000], -1, 1135.744323730468750000, 1020.221130371093750000,  ,  , 54412, 43.2, 9908
Python-3.13.1, Prime Range [0;300000000], -1, 1137.302185058593750000, 1021.819946289062500000,  ,  , 54467, 42.8, 9908
Python-3.13.1, Prime Range [0;300000000], -1, 1133.207763671875000000, 1017.550170898437500000,  ,  , 54437, 42.2, 9884
Python-3.13.1, Prime Range [0;300000000], -1, 1138.153076171875000000, 1022.513854980468750000,  ,  , 54468, 42.8, 9908
Python-3.13.1, Prime Range [0;300000000], -1, 1143.059570312500000000, 1026.378112792968750000,  ,  , 54981, 42.5, 9868
Python-3.13.1, Prime Range [0;300000000], -1, 1135.193176269531250000, 1019.220153808593750000,  ,  , 54668, 42.5, 9928
Python-3.13.1, Prime Range [0;300000000], -1, 1130.867370605468750000, 1015.451293945312500000,  ,  , 54448, 43.0, 9756
Python-3.13.1, Prime Range [0;300000000], -1, 1151.688232421875000000, 1035.544921875000000000,  ,  , 54699, 42.2, 9912
Python-3.13.1, Prime Range [0;300000000], -1, 1141.460510253906250000, 1025.872863769531250000,  ,  , 54502, 42.5, 9924
Python-3.13.1, Prime Range [0;300000000], -1, 1142.112487792968750000, 1026.328247070312500000,  ,  , 54508, 42.5, 9868
