Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.13.2, Prime Range [0;300000000], -1, 1176.622985839843750000, 1056.966064453125000000,  ,  , 56320, 43.0, 9916
Python-3.13.2, Prime Range [0;300000000], -1, 1159.238281250000000000, 1040.378234863281250000,  ,  , 55962, 42.5, 9896
Python-3.13.2, Prime Range [0;300000000], -1, 1175.892883300781250000, 1056.390686035156250000,  ,  , 56241, 42.5, 9948
Python-3.13.2, Prime Range [0;300000000], -1, 1171.190124511718750000, 1051.651062011718750000,  ,  , 56339, 42.5, 9880
Python-3.13.2, Prime Range [0;300000000], -1, 1173.980773925781250000, 1055.107421875000000000,  ,  , 56073, 43.0, 9900
Python-3.13.2, Prime Range [0;300000000], -1, 1161.629699707031250000, 1042.695007324218750000,  ,  , 55989, 42.5, 9876
Python-3.13.2, Prime Range [0;300000000], -1, 1165.136535644531250000, 1046.230224609375000000,  ,  , 56054, 42.0, 9924
Python-3.13.2, Prime Range [0;300000000], -1, 1175.135559082031250000, 1055.823669433593750000,  ,  , 56177, 42.8, 9880
Python-3.13.2, Prime Range [0;300000000], -1, 1165.712463378906250000, 1046.837402343750000000,  ,  , 56084, 42.8, 9932
Python-3.13.2, Prime Range [0;300000000], -1, 1166.926940917968750000, 1048.008483886718750000,  ,  , 55982, 42.5, 9876
