Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.13.1, Load dataset, -1, 56.057800292968750000, 49.635192871093750000,  ,  , 2902, 38.0, 1963284
Python-3.13.1, Load dataset, -1, 57.209838867187500000, 50.705688476562500000,  ,  , 2936, 38.8, 1963204
Python-3.13.1, Load dataset, -1, 57.232055664062500000, 50.716308593750000000,  ,  , 2934, 38.5, 1963300
Python-3.13.1, Load dataset, -1, 57.000122070312500000, 50.467285156250000000,  ,  , 2945, 38.5, 1963276
Python-3.13.1, Load dataset, -1, 56.433837890625000000, 49.973510742187500000,  ,  , 2905, 38.8, 1963284
Python-3.13.1, Load dataset, -1, 57.984985351562500000, 51.444580078125000000,  ,  , 2946, 39.5, 1963264
Python-3.13.1, Load dataset, -1, 57.513732910156250000, 50.960266113281250000,  ,  , 2957, 38.5, 1963228
Python-3.13.1, Load dataset, -1, 57.160766601562500000, 50.640808105468750000,  ,  , 2946, 38.5, 1963300
Python-3.13.1, Load dataset, -1, 56.899902343750000000, 50.352783203125000000,  ,  , 2955, 38.2, 1963176
Python-3.13.1, Load dataset, -1, 56.832397460937500000, 50.389099121093750000,  ,  , 2911, 38.5, 1963240
