Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Codon, Primes 300000000, -1, 32.799377441406250000, 29.530395507812500000,  ,  , 1521, 38.2, 150976
Codon, Primes 300000000, -1, 32.995849609375000000, 29.647033691406250000,  ,  , 1551, 37.5, 150392
Codon, Primes 300000000, -1, 32.850341796875000000, 29.542114257812500000,  ,  , 1535, 37.5, 150416
Codon, Primes 300000000, -1, 33.254760742187500000, 29.921936035156250000,  ,  , 1548, 37.2, 150288
Codon, Primes 300000000, -1, 32.808471679687500000, 29.495422363281250000,  ,  , 1536, 37.5, 150216
Codon, Primes 300000000, -1, 32.893432617187500000, 29.562500000000000000,  ,  , 1546, 37.5, 151080
Codon, Primes 300000000, -1, 32.737609863281250000, 29.406066894531250000,  ,  , 1540, 37.2, 150268
Codon, Primes 300000000, -1, 32.496032714843750000, 29.216552734375000000,  ,  , 1519, 37.5, 150412
Codon, Primes 300000000, -1, 32.603332519531250000, 29.306884765625000000,  ,  , 1532, 38.0, 150800
Codon, Primes 300000000, -1, 33.209350585937500000, 29.820739746093750000,  ,  , 1567, 37.2, 150984
