Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.12.9, Prime Range [0;200000000], -1, 897.584289550781250000, 807.096374511718750000,  ,  , 42620, 42.8, 10288
Python-3.12.9, Prime Range [0;200000000], -1, 896.702148437500000000, 806.625976562500000000,  ,  , 42473, 42.8, 10288
Python-3.12.9, Prime Range [0;200000000], -1, 894.386657714843750000, 804.144042968750000000,  ,  , 42466, 43.0, 10280
Python-3.12.9, Prime Range [0;200000000], -1, 888.759460449218750000, 798.564086914062500000,  ,  , 42463, 43.2, 10212
Python-3.12.9, Prime Range [0;200000000], -1, 899.172668457031250000, 808.788696289062500000,  ,  , 42557, 42.5, 10224
Python-3.12.9, Prime Range [0;200000000], -1, 923.402099609375000000, 831.404724121093750000,  ,  , 43365, 43.0, 10280
Python-3.12.9, Prime Range [0;200000000], -1, 900.355163574218750000, 809.915710449218750000,  ,  , 42573, 43.0, 10300
Python-3.12.9, Prime Range [0;200000000], -1, 878.930419921875000000, 789.454589843750000000,  ,  , 42140, 42.8, 10228
Python-3.12.9, Prime Range [0;200000000], -1, 922.215393066406250000, 831.264465332031250000,  ,  , 42829, 43.0, 10276
Python-3.12.9, Prime Range [0;200000000], -1, 892.888366699218750000, 803.014953613281250000,  ,  , 42332, 42.8, 10272
