Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.0.1, Prime Range [0;200000000], -1, 1545.123840332031250000, 1398.312805175781250000,  ,  , 69179, 44.8, 6872
Python-3.0.1, Prime Range [0;200000000], -1, 1481.616210937500000000, 1334.366577148437500000,  ,  , 69346, 44.8, 6940
Python-3.0.1, Prime Range [0;200000000], -1, 1454.424987792968750000, 1307.762573242187500000,  ,  , 69011, 44.5, 6780
Python-3.0.1, Prime Range [0;200000000], -1, 1492.602844238281250000, 1342.736450195312500000,  ,  , 70519, 44.5, 6936
Python-3.0.1, Prime Range [0;200000000], -1, 1441.867492675781250000, 1295.452758789062500000,  ,  , 68918, 44.5, 6988
Python-3.0.1, Prime Range [0;200000000], -1, 1480.421325683593750000, 1330.448913574218750000,  ,  , 70656, 44.5, 6848
Python-3.0.1, Prime Range [0;200000000], -1, 1435.812500000000000000, 1290.018859863281250000,  ,  , 68636, 44.0, 6804
Python-3.0.1, Prime Range [0;200000000], -1, 1446.847839355468750000, 1300.265747070312500000,  ,  , 68993, 44.5, 6904
Python-3.0.1, Prime Range [0;200000000], -1, 1435.309448242187500000, 1288.834655761718750000,  ,  , 68961, 44.2, 6892
Python-3.0.1, Prime Range [0;200000000], -1, 1444.008605957031250000, 1298.402526855468750000,  ,  , 68612, 44.8, 6936
