Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Codon, Insertion sort, -1, 46.966613769531250000, 42.114440917968750000,  ,  , 2251, 36.8, 166820
Codon, Insertion sort, -1, 47.329833984375000000, 42.467407226562500000,  ,  , 2268, 37.5, 166676
Codon, Insertion sort, -1, 46.877990722656250000, 42.052612304687500000,  ,  , 2240, 36.8, 166676
Codon, Insertion sort, -1, 47.167663574218750000, 42.299499511718750000,  ,  , 2259, 37.5, 166696
Codon, Insertion sort, -1, 47.326232910156250000, 42.491455078125000000,  ,  , 2252, 37.5, 166680
Codon, Insertion sort, -1, 47.568420410156250000, 42.681396484375000000,  ,  , 2272, 37.2, 167100
Codon, Insertion sort, -1, 47.221862792968750000, 42.371826171875000000,  ,  , 2252, 37.2, 167236
Codon, Insertion sort, -1, 47.457824707031250000, 42.585632324218750000,  ,  , 2260, 37.8, 166688
Codon, Insertion sort, -1, 47.234802246093750000, 42.389587402343750000,  ,  , 2249, 38.0, 166820
Codon, Insertion sort, -1, 47.310485839843750000, 42.467041015625000000,  ,  , 2254, 38.0, 166668
