Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Codon, Bubble Sort 30 000, -1, 56.077453613281250000, 49.902709960937500000,  ,  , 2882, 37.8, 168880
Codon, Bubble Sort 30 000, -1, 56.186889648437500000, 50.014404296875000000,  ,  , 2882, 39.2, 168876
Codon, Bubble Sort 30 000, -1, 56.302001953125000000, 50.132324218750000000,  ,  , 2879, 39.8, 169004
Codon, Bubble Sort 30 000, -1, 56.507934570312500000, 50.347351074218750000,  ,  , 2876, 40.0, 168492
Codon, Bubble Sort 30 000, -1, 56.678222656250000000, 50.499755859375000000,  ,  , 2885, 39.8, 169004
Codon, Bubble Sort 30 000, -1, 56.890441894531250000, 50.727233886718750000,  ,  , 2881, 40.5, 169004
Codon, Bubble Sort 30 000, -1, 56.945617675781250000, 50.789672851562500000,  ,  , 2875, 40.2, 168876
Codon, Bubble Sort 30 000, -1, 57.187500000000000000, 51.018920898437500000,  ,  , 2881, 40.8, 168876
Codon, Bubble Sort 30 000, -1, 57.012878417968750000, 50.846496582031250000,  ,  , 2874, 40.8, 169136
Codon, Bubble Sort 30 000, -1, 57.019531250000000000, 50.896118164062500000,  ,  , 2856, 41.0, 168492
