Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Codon, Quick sort 17000000, -1, 91.364929199218750000, 81.077819824218750000,  ,  , 4758, 38.0, 471308
Codon, Quick sort 17000000, -1, 109.642761230468750000, 98.971557617187500000,  ,  , 4931, 39.8, 471960
Codon, Quick sort 17000000, -1, 91.655639648437500000, 81.387145996093750000,  ,  , 4748, 38.5, 490452
Codon, Quick sort 17000000, -1, 90.814880371093750000, 80.592712402343750000,  ,  , 4731, 39.0, 499044
Codon, Quick sort 17000000, -1, 91.322753906250000000, 81.050659179687500000,  ,  , 4754, 38.5, 554148
Codon, Quick sort 17000000, -1, 91.722900390625000000, 81.385070800781250000,  ,  , 4778, 38.5, 564724
Codon, Quick sort 17000000, -1, 91.293334960937500000, 81.008911132812500000,  ,  , 4761, 39.2, 506960
Codon, Quick sort 17000000, -1, 91.850036621093750000, 81.566406250000000000,  ,  , 4762, 38.5, 572220
Codon, Quick sort 17000000, -1, 91.635864257812500000, 81.326477050781250000,  ,  , 4765, 38.5, 518004
Codon, Quick sort 17000000, -1, 90.399047851562500000, 80.177978515625000000,  ,  , 4723, 38.2, 489764
