Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python-3.11.11, Prime Range [0;200000000], -1, 1164.223266601562500000, 1047.444641113281250000,  ,  , 54951, 44.0, 9172
Python-3.11.11, Prime Range [0;200000000], -1, 1140.932800292968750000, 1025.782287597656250000,  ,  , 54315, 43.5, 9176
Python-3.11.11, Prime Range [0;200000000], -1, 1154.440002441406250000, 1038.743041992187500000,  ,  , 54562, 44.0, 9300
Python-3.11.11, Prime Range [0;200000000], -1, 1146.842773437500000000, 1031.083923339843750000,  ,  , 54622, 43.2, 9164
Python-3.11.11, Prime Range [0;200000000], -1, 1149.358642578125000000, 1033.347167968750000000,  ,  , 54625, 43.2, 9196
Python-3.11.11, Prime Range [0;200000000], -1, 1141.635070800781250000, 1025.541931152343750000,  ,  , 54645, 44.0, 9128
Python-3.11.11, Prime Range [0;200000000], -1, 1136.786071777343750000, 1020.798339843750000000,  ,  , 54597, 43.8, 9136
Python-3.11.11, Prime Range [0;200000000], -1, 1128.147399902343750000, 1013.849060058593750000,  ,  , 53822, 43.0, 9168
Python-3.11.11, Prime Range [0;200000000], -1, 1137.431274414062500000, 1022.020629882812500000,  ,  , 54323, 43.2, 9128
Python-3.11.11, Prime Range [0;200000000], -1, 1152.540954589843750000, 1036.322265625000000000,  ,  , 54677, 43.5, 9248
